1 0.06486765 0.00195836 0.00705643 0.00065507
2 0.05721817 0.00157190 0.00575952 0.00068971
3 0.05054076 0.00103334 0.00441893 0.00047305
4 0.04430769 0.00105434 0.00321326 0.00029751
5 0.04169094 0.00093289 0.00287326 0.00022769
6 0.03859950 0.00075131 0.00233005 0.00013741
7 0.03632599 0.00086973 0.00214116 0.00028484
8 0.03371942 0.00105078 0.00179263 0.00019791
9 0.03284289 0.00055080 0.00168737 0.00011790
10 0.02987029 0.00058645 0.00138871 0.00011994
11 0.02793075 0.00051393 0.00113133 0.00009261
12 0.02648863 0.00108187 0.00115065 0.00012243
13 0.02477004 0.00060195 0.00089748 0.00008534
14 0.02416604 0.00080823 0.00099390 0.00033556
15 0.02325708 0.00056367 0.00084484 0.00006658
16 0.02247296 0.00074237 0.00075910 0.00010784
17 0.02166958 0.00082394 0.00069887 0.00010392
18 0.02111320 0.00060144 0.00066469 0.00005405
19 0.02037371 0.00049298 0.00065138 0.00005903
20 0.02015621 0.00040976 0.00061911 0.00004359
