0.200 0.12404121 0.00218673 0.11547512 0.00226439
0.400 0.24505941 0.00400481 0.22854765 0.00419887
0.600 0.36033376 0.00544075 0.33687068 0.00579632
0.800 0.46742305 0.00638937 0.43843034 0.00702486
1.000 0.56456175 0.00687116 0.53150509 0.00781884
1.200 0.65063656 0.00690354 0.61510519 0.00816142
1.400 0.72502015 0.00659280 0.68859320 0.00806216
1.600 0.78778696 0.00605487 0.75190327 0.00769534
1.800 0.83943968 0.00538710 0.80522940 0.00706043
2.000 0.88085862 0.00467975 0.84937991 0.00639950
2.200 0.91323212 0.00398883 0.88519552 0.00568299
2.400 0.93793445 0.00332502 0.91376093 0.00491633
2.600 0.95633717 0.00273838 0.93607193 0.00420140
2.800 0.96974517 0.00221754 0.95314379 0.00358109
3.000 0.97931970 0.00176795 0.96602139 0.00307749
3.200 0.98602393 0.00138806 0.97563723 0.00260842
3.400 0.99064797 0.00107432 0.98271961 0.00219555
3.600 0.99379235 0.00083496 0.98784094 0.00181331
3.800 0.99590211 0.00064875 0.99150477 0.00148841
4.000 0.99730555 0.00050446 0.99410064 0.00120606
4.200 0.99822793 0.00038945 0.99593255 0.00094825
4.400 0.99883100 0.00030238 0.99721818 0.00072207
4.600 0.99922533 0.00023931 0.99810159 0.00055267
4.800 0.99948259 0.00019266 0.99870162 0.00043791
5.000 0.99965266 0.00015541 0.99911021 0.00035134
5.200 0.99976506 0.00012575 0.99938600 0.00028845
5.400 0.99983954 0.00010017 0.99957414 0.00023727
5.600 0.99988891 0.00008100 0.99970295 0.00019262
5.800 0.99992257 0.00006467 0.99979156 0.00015418
6.000 0.99994591 0.00004972 0.99985289 0.00012160
