0.100 0.05370779 0.00083401 0.04818328 0.00076467
0.200 0.10716034 0.00163289 0.09617619 0.00148977
0.300 0.16008976 0.00235701 0.14376736 0.00216867
0.400 0.21223801 0.00302559 0.19083850 0.00284245
0.500 0.26338581 0.00359539 0.23713189 0.00346574
0.600 0.31325493 0.00408436 0.28251839 0.00405575
0.700 0.36168335 0.00452100 0.32688143 0.00459214
0.800 0.40848487 0.00488085 0.36998996 0.00503844
0.900 0.45349600 0.00516046 0.41179651 0.00545100
1.000 0.49657366 0.00535115 0.45212841 0.00580628
1.100 0.53760651 0.00547600 0.49094960 0.00610667
1.200 0.57651486 0.00553925 0.52815306 0.00630405
1.300 0.61325286 0.00555815 0.56365819 0.00648670
1.400 0.64780804 0.00551978 0.59740411 0.00657108
1.500 0.68017008 0.00543698 0.62940941 0.00657088
1.600 0.71033591 0.00533131 0.65963754 0.00653679
1.700 0.73836201 0.00519958 0.68810853 0.00646329
1.800 0.76428522 0.00503757 0.71484520 0.00635388
1.900 0.78815594 0.00485618 0.73986603 0.00621353
2.000 0.81009245 0.00466980 0.76320756 0.00606491
2.100 0.83014284 0.00447203 0.78487409 0.00590738
2.200 0.84844136 0.00427125 0.80495384 0.00574665
2.300 0.86506844 0.00406955 0.82350544 0.00555927
2.400 0.88011054 0.00386027 0.84057758 0.00534088
2.500 0.89368200 0.00366281 0.85628537 0.00508651
2.600 0.90590008 0.00345950 0.87065395 0.00484220
2.700 0.91685840 0.00325648 0.88380284 0.00457844
2.800 0.92666701 0.00306791 0.89579233 0.00433578
2.900 0.93542269 0.00288452 0.90667906 0.00409737
3.000 0.94321586 0.00270757 0.91657469 0.00388213
