0.100 0.09127163 0.00138476 0.08235038 0.00137425
0.200 0.18134273 0.00261347 0.16369587 0.00257519
0.300 0.26897302 0.00363852 0.24320229 0.00353376
0.400 0.35310266 0.00447429 0.32006723 0.00434346
0.500 0.43275382 0.00509007 0.39350696 0.00494166
0.600 0.50717051 0.00553693 0.46290747 0.00535866
0.700 0.57574036 0.00583984 0.52777333 0.00556155
0.800 0.63810282 0.00597503 0.58770877 0.00563711
0.900 0.69411937 0.00597204 0.64254399 0.00564823
1.000 0.74380277 0.00583252 0.69225134 0.00559581
1.100 0.78731126 0.00556023 0.73683001 0.00541250
1.200 0.82498375 0.00520649 0.77647332 0.00514316
1.300 0.85720279 0.00480314 0.81132195 0.00482639
1.400 0.88445446 0.00438058 0.84174715 0.00453671
1.500 0.90725729 0.00393925 0.86805312 0.00423241
1.600 0.92610634 0.00350990 0.89061162 0.00389829
1.700 0.94156413 0.00308109 0.90981590 0.00358715
1.800 0.95409833 0.00268180 0.92604679 0.00330285
1.900 0.96417349 0.00230779 0.93961602 0.00302677
2.000 0.97221021 0.00197185 0.95089173 0.00274131
2.100 0.97857743 0.00167678 0.96021643 0.00247125
2.200 0.98357458 0.00142189 0.96788632 0.00223467
2.300 0.98746371 0.00120152 0.97416079 0.00201499
2.400 0.99047012 0.00101548 0.97925925 0.00182122
2.500 0.99277763 0.00085473 0.98337735 0.00165698
2.600 0.99454377 0.00072259 0.98669374 0.00151343
2.700 0.99588612 0.00061095 0.98937131 0.00138149
2.800 0.99690418 0.00050944 0.99151232 0.00126983
2.900 0.99767399 0.00042164 0.99322534 0.00116161
3.000 0.99825112 0.00034876 0.99459691 0.00106063
