0.100 0.07195859 0.00097666 0.06315553 0.00122868
0.200 0.14325318 0.00188566 0.12583967 0.00239842
0.300 0.21326385 0.00267537 0.18774931 0.00336707
0.400 0.28143874 0.00337005 0.24836606 0.00430433
0.500 0.34724622 0.00396123 0.30737729 0.00511397
0.600 0.41021245 0.00444400 0.36445402 0.00581527
0.700 0.46997233 0.00480815 0.41929812 0.00635375
0.800 0.52619909 0.00506460 0.47167153 0.00677217
0.900 0.57865823 0.00521523 0.52126007 0.00705214
1.000 0.62725580 0.00529081 0.56796816 0.00730877
1.100 0.67191151 0.00525514 0.61168948 0.00740115
1.200 0.71263434 0.00513162 0.65239270 0.00747799
1.300 0.74951364 0.00493510 0.69005337 0.00746816
1.400 0.78268901 0.00468735 0.72471704 0.00737969
1.500 0.81230835 0.00442326 0.75640891 0.00721655
1.600 0.83859744 0.00416027 0.78528135 0.00704966
1.700 0.86178411 0.00389037 0.81139775 0.00683273
1.800 0.88212177 0.00363989 0.83488142 0.00654997
1.900 0.89985101 0.00340247 0.85594454 0.00623164
2.000 0.91521194 0.00317391 0.87467371 0.00587230
2.100 0.92847087 0.00295054 0.89132611 0.00549845
2.200 0.93983963 0.00273975 0.90604942 0.00510011
2.300 0.94953852 0.00252838 0.91901318 0.00469998
2.400 0.95777987 0.00232330 0.93036762 0.00430900
2.500 0.96476076 0.00212928 0.94025088 0.00391367
2.600 0.97065144 0.00194917 0.94884639 0.00353029
2.700 0.97560243 0.00177340 0.95630550 0.00318183
2.800 0.97975482 0.00160554 0.96274464 0.00287001
2.900 0.98321680 0.00144822 0.96830064 0.00259092
3.000 0.98610393 0.00130093 0.97307908 0.00234575
