0.100 0.08969440 0.00129332 0.08040571 0.00129465
0.200 0.17816810 0.00244705 0.15993373 0.00244786
0.300 0.26430952 0.00348148 0.23774967 0.00345937
0.400 0.34711888 0.00438034 0.31310436 0.00423055
0.500 0.42565558 0.00506797 0.38525073 0.00486461
0.600 0.49915452 0.00552419 0.45363183 0.00535662
0.700 0.56712065 0.00578289 0.51773983 0.00570215
0.800 0.62913771 0.00586379 0.57729412 0.00596628
0.900 0.68498816 0.00580850 0.63195662 0.00603927
1.000 0.73472112 0.00563031 0.68167334 0.00595534
1.100 0.77847385 0.00533315 0.72645940 0.00576253
1.200 0.81650383 0.00498396 0.76639561 0.00547354
1.300 0.84921168 0.00458688 0.80177779 0.00517718
1.400 0.87704471 0.00417901 0.83281287 0.00487350
1.500 0.90048771 0.00378407 0.85984033 0.00454150
1.600 0.92003107 0.00337433 0.88319871 0.00423700
1.700 0.93615686 0.00298861 0.90320880 0.00390380
1.800 0.94933603 0.00261096 0.92024371 0.00355059
1.900 0.96002169 0.00228012 0.93460288 0.00318636
2.000 0.96862382 0.00197581 0.94661201 0.00286110
2.100 0.97550387 0.00170029 0.95664088 0.00255461
2.200 0.98096185 0.00145133 0.96493685 0.00228491
2.300 0.98527085 0.00122950 0.97176051 0.00202179
2.400 0.98863883 0.00103699 0.97733628 0.00177484
2.500 0.99126624 0.00087041 0.98186832 0.00155850
2.600 0.99330652 0.00072735 0.98554256 0.00135803
2.700 0.99487824 0.00060848 0.98851325 0.00118284
2.800 0.99608959 0.00050895 0.99090721 0.00102102
2.900 0.99702198 0.00042508 0.99282624 0.00087806
3.000 0.99773601 0.00035654 0.99434851 0.00076303
