Class 1:  L_1  0.03986907  (0.00191155)   MSE  0.00499118  (0.00090181)
Class 2:  L_1  0.03557364  (0.00226248)   MSE  0.00462387  (0.00176562)
Class 3:  L_1  0.03054380  (0.00095425)   MSE  0.00284496  (0.00040265)
