0.100 0.09166666 0.00126494 0.07936161 0.00122509
0.200 0.18210150 0.00240871 0.15790335 0.00232842
0.300 0.27001673 0.00338303 0.23482467 0.00335957
0.400 0.35430379 0.00417871 0.30930935 0.00426021
0.500 0.43401417 0.00480188 0.38070076 0.00496762
0.600 0.50837523 0.00519308 0.44840308 0.00549760
0.700 0.57682816 0.00538740 0.51196263 0.00587812
0.800 0.63900447 0.00541425 0.57103944 0.00620892
0.900 0.69479504 0.00531868 0.62538428 0.00642893
1.000 0.74424526 0.00511305 0.67495174 0.00657945
1.100 0.78753529 0.00482496 0.71974142 0.00657837
1.200 0.82500585 0.00446286 0.75981887 0.00646515
1.300 0.85703286 0.00405385 0.79545143 0.00626922
1.400 0.88411950 0.00364888 0.82681564 0.00595293
1.500 0.90679709 0.00325092 0.85421085 0.00560850
1.600 0.92555772 0.00286395 0.87793296 0.00524250
1.700 0.94093209 0.00250537 0.89831405 0.00486209
1.800 0.95342535 0.00218546 0.91571611 0.00445756
1.900 0.96348583 0.00189462 0.93045566 0.00404942
2.000 0.97152619 0.00162501 0.94284116 0.00363380
2.100 0.97791962 0.00139754 0.95319581 0.00323023
2.200 0.98295354 0.00119441 0.96181306 0.00288581
2.300 0.98689348 0.00101841 0.96896853 0.00258970
2.400 0.98995757 0.00086478 0.97487355 0.00232717
2.500 0.99233141 0.00073890 0.97970458 0.00208015
2.600 0.99416169 0.00062882 0.98364184 0.00184619
2.700 0.99556592 0.00053705 0.98684352 0.00162755
2.800 0.99663650 0.00045409 0.98944163 0.00144167
2.900 0.99745219 0.00038407 0.99153191 0.00127456
3.000 0.99807254 0.00032127 0.99323073 0.00111677
