1 0.03986907 0.00191155 0.00499118 0.00090181
2 0.03557364 0.00226248 0.00462387 0.00176562
3 0.03054380 0.00095425 0.00284496 0.00040265
4 0.02684627 0.00162049 0.00240504 0.00100547
5 0.02488594 0.00080662 0.00183339 0.00043224
6 0.02238769 0.00110412 0.00140300 0.00030501
7 0.02134991 0.00080077 0.00142754 0.00056711
8 0.01914965 0.00043227 0.00097963 0.00012730
9 0.01836168 0.00062753 0.00084988 0.00012026
10 0.01611418 0.00039674 0.00061058 0.00011488
11 0.01483898 0.00035441 0.00048211 0.00009851
12 0.01398432 0.00047413 0.00050308 0.00015744
13 0.01266498 0.00036789 0.00029411 0.00004239
14 0.01272229 0.00045655 0.00041993 0.00014389
15 0.01203991 0.00022770 0.00029796 0.00006107
16 0.01152676 0.00044480 0.00025506 0.00004708
17 0.01105895 0.00027067 0.00020744 0.00002257
18 0.01086367 0.00033373 0.00021115 0.00002140
19 0.01059819 0.00019768 0.00022088 0.00002799
20 0.01041311 0.00021468 0.00021231 0.00004480
