0.100 0.08714510 0.00126914 0.08004057 0.00123370
0.200 0.17318877 0.00245046 0.15915837 0.00237215
0.300 0.25708316 0.00344752 0.23658943 0.00340516
0.400 0.33787990 0.00427167 0.31165729 0.00426954
0.500 0.41474646 0.00486292 0.38361688 0.00502134
0.600 0.48699624 0.00528898 0.45190070 0.00553932
0.700 0.55404112 0.00552982 0.51591756 0.00589959
0.800 0.61552714 0.00560786 0.57536429 0.00608582
0.900 0.67128698 0.00556338 0.63005810 0.00615132
1.000 0.72127034 0.00539295 0.67986835 0.00604075
1.100 0.76554635 0.00514021 0.72484525 0.00580011
1.200 0.80434587 0.00481140 0.76505808 0.00549258
1.300 0.83795116 0.00444955 0.80066417 0.00514761
1.400 0.86679366 0.00406581 0.83188497 0.00485128
1.500 0.89128139 0.00369032 0.85900015 0.00458409
1.600 0.91189586 0.00332197 0.88235330 0.00431683
1.700 0.92906320 0.00296382 0.90236812 0.00402228
1.800 0.94323837 0.00262613 0.91938106 0.00377053
1.900 0.95482976 0.00230649 0.93375681 0.00351307
2.000 0.96423995 0.00200841 0.94580649 0.00326227
2.100 0.97182562 0.00174464 0.95587474 0.00298837
2.200 0.97789847 0.00150834 0.96419731 0.00274440
2.300 0.98273132 0.00129846 0.97102712 0.00249209
2.400 0.98655341 0.00111016 0.97663622 0.00225214
2.500 0.98955781 0.00094235 0.98117646 0.00203209
2.600 0.99191265 0.00080009 0.98487958 0.00183073
2.700 0.99375220 0.00067982 0.98788403 0.00164067
2.800 0.99518463 0.00057419 0.99029397 0.00146122
2.900 0.99629611 0.00048431 0.99223990 0.00130289
3.000 0.99715187 0.00041011 0.99380423 0.00116263
