1 0.08236953 0.00299222 0.02805484 0.00156404
2 0.07465697 0.00261959 0.02602550 0.00175018
3 0.06607132 0.00133614 0.02320615 0.00109075
4 0.05942448 0.00366175 0.02146935 0.00184705
5 0.05537563 0.00240250 0.02022025 0.00094018
6 0.05109418 0.00174589 0.01955340 0.00078924
7 0.04854729 0.00193254 0.01924761 0.00130780
8 0.04560346 0.00096357 0.01859458 0.00049951
9 0.04196051 0.00113865 0.01784176 0.00034137
10 0.04035825 0.00085584 0.01779105 0.00025546
11 0.03768850 0.00070950 0.01745845 0.00017295
12 0.03560428 0.00126737 0.01726484 0.00029765
13 0.03409583 0.00062041 0.01709647 0.00012234
14 0.03281607 0.00075151 0.01703107 0.00018373
15 0.03240825 0.00051610 0.01708671 0.00025350
16 0.03164089 0.00067167 0.01699093 0.00023551
17 0.03096652 0.00072543 0.01696861 0.00014264
18 0.03050416 0.00045507 0.01696961 0.00017070
19 0.03019303 0.00055395 0.01699373 0.00024508
20 0.02968394 0.00048625 0.01698702 0.00015312
