0.100 0.10125229 0.00164688 0.09100615 0.00201888
0.200 0.19722141 0.00308616 0.17740272 0.00371577
0.300 0.28870950 0.00432880 0.26012590 0.00511080
0.400 0.37535150 0.00532030 0.33905865 0.00617260
0.500 0.45660005 0.00609851 0.41379839 0.00696706
0.600 0.53187353 0.00666772 0.48392345 0.00750035
0.700 0.60069222 0.00703198 0.54908870 0.00785586
0.800 0.66283463 0.00716738 0.60904551 0.00808009
0.900 0.71822123 0.00712635 0.66354118 0.00811195
1.000 0.76694229 0.00698563 0.71255960 0.00788612
1.100 0.80917730 0.00671930 0.75622869 0.00754308
1.200 0.84530318 0.00629560 0.79474140 0.00712341
1.300 0.87581470 0.00580221 0.82835912 0.00666457
1.400 0.90125085 0.00523707 0.85744545 0.00621937
1.500 0.92217765 0.00464580 0.88237605 0.00579876
1.600 0.93919514 0.00405621 0.90353434 0.00539108
1.700 0.95285445 0.00349353 0.92132755 0.00499935
1.800 0.96369268 0.00297282 0.93616853 0.00457103
1.900 0.97220930 0.00251527 0.94843305 0.00416700
2.000 0.97882865 0.00212282 0.95851319 0.00377923
2.100 0.98390462 0.00178374 0.96672157 0.00340013
2.200 0.98776974 0.00149744 0.97336741 0.00303225
2.300 0.99070157 0.00126199 0.97872982 0.00267731
2.400 0.99291585 0.00106595 0.98301810 0.00234293
2.500 0.99457706 0.00090292 0.98641081 0.00203944
2.600 0.99581604 0.00076471 0.98910232 0.00177383
2.700 0.99674243 0.00065137 0.99124665 0.00155664
2.800 0.99743839 0.00055178 0.99296737 0.00138023
2.900 0.99796076 0.00046499 0.99434094 0.00123310
3.000 0.99835512 0.00038966 0.99544452 0.00110149
